player_id,player_name,firstname,lastname,number,position,age,birth_date,birth_place,birth_country,nationality,height,weight,injured,rating,Our_rating,team_id,team_name,league_id,league,season,captain,shots/total,shots/on,goals/total,goals/conceded,goals/assists,goals/saves,passes/total,passes/key,passes/accuracy,tackles/total,tackles/blocks,tackles/interceptions,duels/total,duels/won,dribbles/attempts,dribbles/success,fouls/drawn,fouls/committed,cards/yellow,cards/yellowred,cards/red,penalty/won,penalty/commited,penalty/success,penalty/missed,penalty/saved,games/appearences,games/minutes_played,games/lineups,substitutes/in,substitutes/out,substitutes/bench
19722,James Collins,James,Collins,,Defender,36,23/08/1983,Newport,Wales,Wales,188 cm,83 kg,,6.95,6.68807140714624,48,West Ham,37,Premier League,2017-2018,1,4,1,1,0,0,0,283,2,72,0,0,16,113,65,1,1,2,13,3,0,0,0,0,0,0,0,13,1050,12,1,1,4
18830,M. Arnautović,Marko,Arnautović,,Attacker,31,19/04/1989,Wien,Austria,Austria,192 cm,83 kg,,7.180644999999999,7.401308509439103,48,West Ham,37,Premier League,2017-2018,0,71,33,11,0,6,0,489,35,71,21,3,13,280,128,80,56,29,35,5,0,1,0,0,0,0,0,31,2323,28,3,13,4
2886,J. Hernández,Javier,Hernández Balcázar,,Attacker,32,01/06/1988,Guadalajara,Mexico,Mexico,175 cm,73 kg,,6.896428,7.0740790403986775,48,West Ham,37,Premier League,2017-2018,0,29,16,8,0,0,0,274,21,71,11,1,6,202,96,33,22,49,15,3,0,0,1,0,0,0,0,28,1543,16,12,7,15
2675,José Fonte,José Miguel,da Rocha Fonte,,Defender,37,22/12/1983,Penafiel,Portugal,Portugal,187 cm,81 kg,,7.0625,6.737042588187431,48,West Ham,37,Premier League,2017-2018,0,8,1,0,0,1,0,280,4,76,11,9,14,68,38,1,1,5,6,0,0,0,0,1,0,0,0,8,690,8,0,2,5
19827,J. Cullen,Josh,Cullen,,Midfielder,24,07/04/1996,Southend-on-Sea,England,Republic of Ireland,175 cm,70 kg,,6.3,6.710300218400163,48,West Ham,37,Premier League,2017-2018,0,0,0,0,0,0,0,3,0,75,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,2,0,14
19287,S. Byram,Sam,Byram,,Defender,27,16/09/1993,Thurrock,England,England,180 cm,72 kg,,6.825,6.7357180230126055,48,West Ham,37,Premier League,2017-2018,0,4,0,0,0,0,0,50,2,55,9,2,9,42,25,3,2,1,4,1,0,0,0,0,0,0,0,5,246,2,3,1,10
19253,J. Hugill,Jordan,Hugill,,Attacker,28,04/06/1992,Middlesbrough,England,England,183 cm,64 kg,,6.45,6.673725160876715,48,West Ham,37,Premier League,2017-2018,0,0,0,0,0,0,0,3,0,25,0,0,0,18,6,2,1,1,3,0,0,0,0,0,0,0,0,3,22,0,3,0,12
1370,A. Ayew,André,Ayew Pelé,,Attacker,31,17/12/1989,Lille,France,Ghana,176 cm,72 kg,,6.766666000000001,6.8196255183161565,48,West Ham,37,Premier League,2017-2018,1,13,7,3,0,2,0,243,12,80,16,1,5,180,72,15,9,19,18,2,0,0,1,0,0,0,0,18,891,9,9,5,13
18824,Pedro Obiang,Pedro,Mba Obiang Avomo,,Midfielder,29,27/03/1992,Alcalà de Henares,Spain,Equatorial Guinea,185 cm,75 kg,,6.94,6.8527108089073225,48,West Ham,37,Premier League,2017-2018,0,13,5,2,0,0,0,609,6,80,53,16,24,227,121,25,24,24,27,3,0,0,0,0,0,0,0,21,1564,18,3,4,7
25293,R. Oxford,Reece,Oxford,,Midfielder,23,16/12/1998,London,England,England,190 cm,86 kg,,6.8,6.701691920586271,48,West Ham,37,Premier League,2017-2018,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,1,0,1
30405,E. Fernandes,Edimilson,Fernandes,,Midfielder,25,15/04/1996,Sion,Switzerland,Switzerland,190 cm,70 kg,,6.621428,6.74050948612239,48,West Ham,37,Premier League,2017-2018,0,7,1,0,0,1,0,210,7,75,17,1,16,90,48,13,10,11,5,1,0,0,0,0,0,0,0,14,846,9,5,6,10
206,João Mário,João Mário,Naval da Costa Eduardo,,Midfielder,28,19/01/1993,Porto,Portugal,Portugal,179 cm,73 kg,,7.023076,6.858789350817168,48,West Ham,37,Premier League,2017-2018,0,16,4,2,0,1,0,362,16,80,14,0,8,139,58,25,17,20,14,0,0,0,0,0,0,0,0,13,1027,12,1,6,2
18908,J. Hart,Joe,Hart,,Goalkeeper,34,19/04/1987,Shrewsbury,England,England,196 cm,91 kg,,6.594736,6.5043592653549585,48,West Ham,37,Premier League,2017-2018,0,0,0,0,39,1,53,241,2,45,1,0,0,9,7,1,1,1,1,0,0,0,0,0,0,0,1,19,1710,19,0,0,16
18831,A. Carroll,Andy,Carroll,,Attacker,32,06/01/1989,Gateshead,England,England,193 cm,79 kg,,6.80625,6.944058231999653,48,West Ham,37,Premier League,2017-2018,0,28,8,3,0,0,0,152,7,65,3,2,2,189,100,13,9,14,28,6,1,0,0,0,0,0,0,16,745,7,9,3,14
90497,W. Reid,Winston,Reid,,Defender,33,03/07/1988,Auckland,New Zealand,New Zealand,190 cm,87 kg,,6.794117,6.694608793407571,48,West Ham,37,Premier League,2017-2018,8,5,0,0,0,0,0,539,4,78,11,14,22,122,69,1,0,15,14,5,0,0,0,0,0,0,0,17,1454,17,0,2,3
18813,A. Cresswell,Aaron,Cresswell,,Defender,32,15/12/1989,Liverpool,England,England,170 cm,66 kg,,6.875,6.902938388090883,48,West Ham,37,Premier League,2017-2018,0,21,6,1,0,7,0,1002,35,75,34,17,44,215,111,14,5,15,20,7,0,0,0,0,0,0,0,36,3073,35,1,5,2
18817,A. Ogbonna,Angelo,Obinze Ogbonna,,Defender,33,23/05/1988,Cassino,Italy,Italy,191 cm,86 kg,,6.828125,6.615940458151947,48,West Ham,37,Premier League,2017-2018,0,8,2,1,0,0,0,808,7,78,30,27,58,236,135,11,9,17,15,3,0,0,0,1,0,0,0,32,2880,32,0,0,5
18816,A. Masuaku,Arthur,Masuaku,,Defender,28,07/11/1993,Lille,France,Congo DR,179 cm,70 kg,,6.784615,6.702011110540858,48,West Ham,37,Premier League,2017-2018,0,9,3,0,0,3,0,550,18,78,58,2,26,359,194,129,83,30,30,5,0,0,0,0,0,0,0,27,1872,21,6,8,11
2473,M. Lanzini,Manuel,Lanzini,,Midfielder,28,15/02/1993,Ituzaingó,Argentina,Argentina,167 cm,59 kg,,7.177777000000001,7.194833897276056,48,West Ham,37,Premier League,2017-2018,0,44,18,5,0,6,0,1064,41,87,20,1,30,258,123,102,65,35,9,4,0,0,1,0,0,1,0,27,2047,23,4,9,4
18826,M. Noble,Mark,Noble,,Midfielder,34,08/05/1987,Canning Town,England,England,180 cm,70 kg,,6.917241000000001,6.940743531454922,48,West Ham,37,Premier League,2017-2018,28,15,6,4,0,0,0,1110,20,83,61,10,47,266,137,26,20,46,28,6,0,0,0,0,2,0,0,29,2404,28,1,5,5
18819,M. Antonio,Michail,Antonio,,Midfielder,31,28/03/1990,London,England,England,180 cm,82 kg,,6.8,6.793821365169932,48,West Ham,37,Premier League,2017-2018,0,34,15,3,0,1,0,261,14,64,15,0,13,297,139,88,51,30,17,1,0,0,1,0,0,0,0,21,1357,16,5,8,5
2937,D. Rice,Declan,Rice,,Midfielder,22,14/01/1999,London,England,England,185 cm,76 kg,,6.708333000000001,6.616495515641506,48,West Ham,37,Premier League,2017-2018,0,5,0,0,0,0,0,451,2,63,36,13,27,124,71,3,2,2,5,1,0,0,0,0,0,0,0,26,1422,15,11,3,21
18812,Adrián,Adrián,San Miguel del Castillo,,Goalkeeper,34,03/01/1987,Sevilla,Spain,Spain,190 cm,80 kg,,6.947367999999999,6.4741640250441295,48,West Ham,37,Premier League,2017-2018,0,0,0,0,29,0,69,221,0,42,2,0,0,12,7,0,0,3,1,2,0,0,0,0,0,0,0,19,1710,19,0,0,19
2991,C. Kouyaté,Cheikhou,Kouyaté,,Midfielder,32,21/12/1989,Dakar,Senegal,Senegal,189 cm,83 kg,,6.639392999999999,6.730502359499996,48,West Ham,37,Premier League,2017-2018,0,23,5,2,0,3,0,725,16,75,71,11,32,485,251,33,20,41,45,5,0,0,0,1,0,0,0,33,2803,32,1,5,1
1436,Petr \u010cech,Petr,\u010cech,,Goalkeeper,37,20\/05\/1982,Plze\u0148,Czech Republic,Czech Republic,196 cm,90 kg,,6.855882000000001,6.364894012877272,42,Arsenal,37,Premier League,2017-2018,10,0,0,0,48,0,91,530,0,66,0,0,0,23,21,3,2,4,0,1,0,0,0,0,0,0,1,34,3040,34,0,1,1
18829,Jack Wilshere,Jack,Wilshere,,Midfielder,28,01\/01\/1992,Stevenage,England,England,172 cm,68 kg,,6.865,6.950171674116037,42,Arsenal,37,Premier League,2017-2018,1,15,5,1,0,3,0,698,15,85,15,2,8,177,104,55,45,37,15,6,0,0,0,0,0,0,0,20,1187,12,8,2,14
1443,L. Koscielny,Laurent,Koscielny,,Defender,35,10\/09\/1985,Tulle,France,France,186 cm,75 kg,,7.224,6.808207445761146,42,Arsenal,37,Premier League,2017-2018,21,9,2,2,0,0,0,1553,7,87,43,15,54,240,148,3,2,26,14,4,0,0,0,0,0,0,0,25,2227,25,0,2,1
910,A. S\u00e1nchez,Alexis Alejandro,S\u00e1nchez S\u00e1nchez,,Attacker,33,19\/12\/1988,Tocopilla,Chile,Chile,169 cm,62 kg,,7.715789,7.596306018606391,42,Arsenal,37,Premier League,2017-2018,0,69,26,7,0,3,0,632,54,72,20,2,6,253,118,60,40,44,21,4,0,0,0,0,1,0,0,19,1507,17,2,6,2
1457,H. Mkhitaryan,Henrikh,Mkhitaryan,,Midfielder,32,21\/01\/1989,Yerevan,Armenia,Armenia,177 cm,75 kg,,7.318181,6.9244088049378245,42,Arsenal,37,Premier League,2017-2018,0,21,11,2,0,4,0,349,16,77,18,2,8,131,60,25,16,17,12,0,0,0,1,1,0,0,0,11,796,9,2,4,2
313,D. Ospina,David,Ospina Ram\u00edrez,,Goalkeeper,33,31\/08\/1988,Medell\u00edn,Colombia,Colombia,183 cm,80 kg,,7.02,6.645307679520588,42,Arsenal,37,Premier League,2017-2018,0,0,0,0,4,0,9,81,0,71,0,0,0,6,6,0,0,4,0,0,0,0,0,0,0,0,0,5,380,4,1,0,30
1459,A. Ramsey,Aaron,Ramsey,,Midfielder,31,26\/12\/1990,Caerphilly,Wales,Wales,178 cm,76 kg,,7.279166,7.327353139559861,42,Arsenal,37,Premier League,2017-2018,1,56,25,7,0,8,0,1052,29,83,35,3,24,229,107,36,29,33,28,0,0,0,2,0,0,0,0,24,1848,21,3,5,3
1442,S. Kola\u0161inac,Sead,Kola\u0161inac,,Defender,28,20\/06\/1993,Karlsruhe,Germany,Bosnia and Herzegovina,183 cm,85 kg,,6.870369999999999,6.831222869261124,42,Arsenal,37,Premier League,2017-2018,0,21,7,2,0,4,0,1016,19,78,49,3,26,225,118,22,12,10,32,3,0,0,0,0,0,0,0,27,2151,25,2,6,11
1445,K. Mavropanos,Konstantinos,Mavropanos,,Defender,24,11\/12\/1997,Ath\u00edna,Greece,Greece,194 cm,88 kg,,5.8,6.6711353140716865,42,Arsenal,37,Premier League,2017-2018,0,0,0,0,0,0,0,91,0,86,1,3,6,17,8,1,1,3,2,0,0,1,0,0,0,0,0,3,195,3,0,0,0
1447,Nacho Monreal,Ignacio,Monreal Eraso,,Defender,35,26\/02\/1986,Pamplona,Spain,Spain,179 cm,72 kg,,7.071428,6.8744392052716075,42,Arsenal,37,Premier League,2017-2018,0,22,8,5,0,2,0,1539,13,87,54,8,56,258,139,11,6,17,19,3,0,0,0,1,0,0,0,28,2244,26,2,3,4
924,F. Coquelin,Francis,Coquelin,,Midfielder,30,13\/05\/1991,Laval,France,France,176 cm,74 kg,,6.6,6.697543835399697,42,Arsenal,37,Premier League,2017-2018,0,1,0,0,0,0,0,79,1,71,5,0,3,17,9,1,1,1,2,0,0,0,0,0,0,0,0,7,164,1,6,1,18
2295,O. Giroud,Olivier,Giroud,,Attacker,35,30\/09\/1986,Chamb\u00e9ry,France,France,192 cm,93 kg,,6.84375,6.905809439292432,42,Arsenal,37,Premier League,2017-2018,0,18,6,4,0,0,0,95,7,65,5,0,1,65,31,1,1,2,7,0,0,0,0,0,0,0,0,16,373,1,15,0,17
1469,D. Welbeck,Daniel Nii,Tackie Mensah Welbeck,,Attacker,31,26\/11\/1990,Manchester,England,England,185 cm,73 kg,,6.796428,6.950916193948995,42,Arsenal,37,Premier League,2017-2018,0,32,13,5,0,2,0,313,13,78,20,1,11,163,77,23,14,20,13,1,0,0,0,0,0,0,0,28,1185,12,16,7,18
1455,A. Iwobi,Alex,Iwobi,,Midfielder,25,03\/05\/1996,Lagos,Nigeria,Nigeria,180 cm,75 kg,,7.115384,7.193904539880752,42,Arsenal,37,Premier League,2017-2018,0,45,23,3,0,5,0,985,38,85,19,1,7,154,70,52,36,12,11,1,0,0,0,0,0,0,0,26,1843,22,4,17,14
297,A. Oxlade-Chamberlain,Alex,Oxlade-Chamberlain,,Midfielder,28,15\/08\/1993,Portsmouth,England,England,180 cm,70 kg,,7.7,6.832135055168219,42,Arsenal,37,Premier League,2017-2018,0,9,2,0,0,0,0,104,5,84,5,2,6,43,27,21,17,1,1,0,0,0,0,0,0,0,0,3,242,3,0,1,0
1439,Beller\u00edn,H\u00e9ctor,Beller\u00edn Moruno,,Defender,26,19\/03\/1995,Barcelona,Spain,Spain,178 cm,74 kg,,6.78,6.752494426987603,42,Arsenal,37,Premier League,2017-2018,0,29,8,2,0,3,0,1563,34,83,57,8,23,294,124,46,25,7,36,5,0,0,0,2,0,0,0,35,3051,34,1,1,1
1440,R. Holding,Rob,Holding,,Defender,26,20\/09\/1995,Stalybridge,England,England,189 cm,75 kg,,6.8,6.696598863038501,42,Arsenal,37,Premier League,2017-2018,0,1,0,0,0,0,0,510,2,79,19,10,21,102,56,8,5,5,9,3,0,0,0,0,0,0,0,12,820,9,3,1,9
1448,S. Mustafi,Shkodran,Mustafi,,Defender,29,17\/04\/1992,Bad Hersfeld,Germany,Germany,184 cm,82 kg,,7.088888000000001,6.868376252550916,42,Arsenal,37,Premier League,2017-2018,0,13,6,3,0,1,0,1494,8,83,64,15,57,327,198,2,1,12,26,6,0,0,0,0,0,0,0,27,2273,25,2,2,5
19016,C. Chambers,Calum,Chambers,,Defender,26,20\/01\/1995,Petersfield,England,England,182 cm,66 kg,,6.872727,6.697102534457317,42,Arsenal,37,Premier League,2017-2018,0,10,3,0,0,0,0,500,2,83,17,11,18,113,57,10,7,5,10,1,0,0,0,1,0,0,0,12,869,10,2,5,9
1458,M. \u00d6zil,Mesut,\u00d6zil,,Midfielder,33,15\/10\/1988,Gelsenkirchen,Germany,Germany,180 cm,76 kg,,7.580769,7.654877035440051,42,Arsenal,37,Premier League,2017-2018,0,39,14,4,0,8,0,1564,85,85,20,1,12,171,79,51,36,22,18,4,0,0,1,0,0,0,0,26,2164,24,2,3,3
1456,A. Maitland-Niles,Ainsley,Maitland-Niles,,Midfielder,24,29\/08\/1997,London,England,England,177 cm,71 kg,,6.721428,6.682669097907107,42,Arsenal,37,Premier League,2017-2018,0,5,0,0,0,0,0,457,8,79,25,1,12,115,56,25,20,5,10,1,0,0,0,1,0,0,0,15,907,8,7,0,18
1452,Mohamed Elneny,Mohamed Naser,Elsayed Elneny,,Midfielder,29,11\/07\/1992,El-Mahalla El-Kubra,Egypt,Egypt,180 cm,70 kg,,6.86923,6.7185191047234065,42,Arsenal,37,Premier League,2017-2018,0,8,1,0,0,1,0,784,10,92,12,0,10,56,27,4,3,6,4,3,0,1,0,0,0,0,0,13,870,11,2,5,13
1463,J. Willock,Joseph,Willock,,Midfielder,22,20\/08\/1999,,England,England,179 cm,71 kg,,6.45,6.7148271901148,42,Arsenal,37,Premier League,2017-2018,0,1,0,0,0,0,0,31,0,70,4,0,1,12,4,0,0,0,3,0,0,0,0,0,0,0,0,2,82,1,1,1,4
1464,G. Xhaka,Granit,Xhaka,,Midfielder,29,27\/09\/1992,Basel,Switzerland,Switzerland,185 cm,82 kg,,7.231578,7.242366759746101,42,Arsenal,37,Premier League,2017-2018,1,66,17,1,0,7,0,2708,41,86,78,9,37,356,184,24,18,42,57,10,0,0,0,0,0,0,0,38,3266,37,1,7,1
1467,A. Lacazette,Alexandre,Lacazette,,Attacker,30,28\/05\/1991,Lyon,France,France,175 cm,73 kg,,7.140625,7.511764603283373,42,Arsenal,37,Premier League,2017-2018,0,68,35,14,0,4,0,554,37,75,24,3,7,287,114,45,33,28,28,1,0,0,1,0,2,0,0,32,2212,26,6,16,7
1465,P. Aubameyang,Pierre-Emerick,Aubameyang,,Attacker,32,18\/06\/1989,Laval,France,Gabon,187 cm,80 kg,,7.376923,7.185325645420335,42,Arsenal,37,Premier League,2017-2018,0,31,19,10,0,4,0,220,14,70,5,1,3,82,32,14,11,8,1,0,0,0,0,0,1,1,0,13,1058,12,1,2,1
727,R. Nelson,Reiss,Nelson,,Attacker,22,10\/12\/1999,,England,England,175 cm,71 kg,,6.833333000000001,6.73314219645931,42,Arsenal,37,Premier League,2017-2018,0,2,0,0,0,0,0,73,1,93,4,0,3,11,8,3,1,2,0,0,0,0,0,0,0,0,0,3,146,2,1,2,5
1468,E. Nketiah,Edward,Nketiah,,Attacker,22,30\/05\/1999,,England,England,175 cm,72 kg,,6.65,6.70824294936007,42,Arsenal,37,Premier League,2017-2018,0,1,1,0,0,0,0,6,0,58,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,3,17,0,3,0,11
19148,K. Gibbs,Kieran,Gibbs,,Defender,32,26\/09\/1989,London,England,England,179 cm,70 kg,,6.803030000000001,7.068704586305037,42,Arsenal,37,Premier League,2017-2018,0,9,1,0,0,1,0,759,23,74,41,12,48,220,117,36,24,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18769,T. Walcott,Theo,Walcott,,Attacker,32,16\/03\/1989,London,England,England,176 cm,68 kg,,6.65,6.682621418729315,42,Arsenal,37,Premier League,2017-2018,0,0,0,0,0,0,0,14,0,52,1,0,1,6,2,1,1,0,1,0,0,0,0,0,0,0,0,6,63,0,6,0,16
18865,S. Francis,Simon,Francis,,Defender,35,16\/02\/1985,Nottingham,England,England,183 cm,90 kg,,6.9,6.971154469187833,35,Bournemouth,37,Premier League,2017-2018,31,13,1,0,0,1,0,1183,27,71,49,18,49,348,218,17,11,15,24,9,1,0,0,0,0,0,0,32,2706,31,1,2,1
18875,E. Hyndman,Emerson,Hyndman,,Midfielder,24,09\/04\/1996,Dallas,USA,USA,175 cm,75 kg,,6.3,6.738006875068257,35,Bournemouth,37,Premier League,2017-2018,0,0,0,0,0,0,0,21,1,87,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,1,0,1,2
1758,J. Defoe,Jermain Colin,Defoe,,Attacker,39,07\/10\/1982,London,England,England,171 cm,65 kg,,6.733333,6.849795639020998,35,Bournemouth,37,Premier League,2017-2018,0,27,15,4,0,1,0,97,13,65,12,0,4,84,25,13,3,8,12,1,0,0,0,0,0,0,0,24,1084,11,13,9,15
18996,H. Arter,Harry,Arter,,Midfielder,31,28\/12\/1989,Sidcup,England,Republic of Ireland,176 cm,70 kg,,6.8,6.734396832352284,35,Bournemouth,37,Premier League,2017-2018,0,11,1,1,0,0,0,512,3,82,19,5,9,83,44,8,4,15,9,4,0,0,0,0,0,0,0,13,962,11,2,4,13
18882,L. Mousset,Lys,Mousset,,Attacker,25,08\/02\/1996,Le Havre,France,France,184 cm,80 kg,,6.657894000000001,6.654091840284434,35,Bournemouth,37,Premier League,2017-2018,0,22,5,2,0,0,0,102,4,66,9,2,3,122,44,38,17,10,11,1,0,0,0,0,0,0,0,23,581,4,19,4,28
3032,B. Afobe,Benik,Afobe,,Attacker,28,12\/02\/1993,London,England,Congo DR,183 cm,78 kg,,6.62,6.664446854242674,35,Bournemouth,37,Premier League,2017-2018,0,8,3,0,0,0,0,112,2,63,4,0,0,103,46,9,7,13,9,0,0,0,1,0,0,0,0,17,532,5,12,5,16
18864,Charlie Daniels,Charlie,Daniels,,Defender,34,07\/09\/1986,Harlow,England,England,178 cm,75 kg,,6.854285000000001,6.786487965392457,35,Bournemouth,37,Premier League,2017-2018,0,20,6,1,0,3,0,1233,29,76,48,7,31,217,122,23,13,18,7,0,0,0,0,1,0,0,0,35,3005,34,1,4,2
19423,Marc Pugh,Marc,Pugh,,Midfielder,33,02\/04\/1987,Bacup,England,England,180 cm,72 kg,,6.594736,6.6750996477641,35,Bournemouth,37,Premier League,2017-2018,0,19,5,0,0,0,0,376,10,75,7,1,13,107,42,35,19,9,7,2,0,0,0,0,0,0,0,20,983,11,9,7,20
18873,R. Fraser,Ryan,Fraser,,Midfielder,27,24\/02\/1994,Aberdeen,Scotland,Scotland,163 cm,70 kg,,6.996153,7.166163659315553,35,Bournemouth,37,Premier League,2017-2018,0,30,12,5,0,3,0,626,44,76,11,4,17,149,74,23,10,45,6,0,0,0,0,0,0,0,0,26,2009,23,3,8,12
2939,C. Wilson,Callum,Wilson,,Attacker,29,27\/02\/1992,Coventry,England,England,180 cm,66 kg,,6.775,6.870416774620055,35,Bournemouth,37,Premier League,2017-2018,0,53,19,8,0,2,0,277,20,73,9,3,3,282,82,43,17,35,37,0,0,0,0,0,0,0,0,28,1990,23,5,14,6
18861,N. Ak\u00e9,Nathan,Ak\u00e9,,Defender,26,18\/02\/1995,Den Haag,Netherlands,Netherlands,180 cm,75 kg,,6.95,6.742121781688383,35,Bournemouth,37,Premier League,2017-2018,0,18,8,2,0,3,0,1332,9,82,53,24,48,326,185,10,9,19,27,5,0,0,0,0,0,0,0,38,3353,37,1,1,1
19179,T. Mings,Tyrone,Mings,,Defender,28,13\/03\/1993,Bath,England,England,196 cm,77 kg,,6.6,6.718945256024797,35,Bournemouth,37,Premier League,2017-2018,0,1,0,0,0,0,0,88,1,58,1,2,6,10,5,1,1,1,2,1,0,0,0,0,0,0,0,4,202,3,1,2,5
18876,J. Ibe,Jordon,Ibe,,Attacker,26,08\/12\/1995,London,England,England,176 cm,81 kg,,6.809375,6.885509002494333,35,Bournemouth,37,Premier League,2017-2018,0,54,17,2,0,6,0,559,36,80,14,0,10,236,96,87,38,41,10,1,0,0,0,0,0,0,0,32,1999,22,10,14,13
18858,A. Begovi\u0107,Asmir,Begovi\u0107,,Goalkeeper,34,20\/06\/1987,Trebinje,Bosnia and Herzegovina,Bosnia and Herzegovina,199 cm,101 kg,,6.747367999999999,6.299922041156889,35,Bournemouth,37,Premier League,2017-2018,0,0,0,0,61,0,111,485,1,52,0,0,2,21,15,0,0,7,2,2,0,0,0,0,0,0,1,38,3420,38,0,0,0
18863,S. Cook,Steve,Cook,,Defender,30,19\/04\/1991,Hastings,England,England,185 cm,82 kg,,7.014705,6.862595169560242,35,Bournemouth,37,Premier League,2017-2018,2,22,6,2,0,1,0,1001,5,72,37,45,54,295,188,2,1,19,22,5,0,0,0,0,0,0,0,34,2766,31,3,2,6
18869,A. Smith,Adam,Smith,,Defender,30,29\/04\/1991,London,England,England,180 cm,78 kg,,6.774074000000001,6.852058037717928,35,Bournemouth,37,Premier League,2017-2018,0,13,3,1,0,3,0,751,22,80,49,8,31,240,130,44,29,39,23,6,0,0,0,0,0,0,0,27,2068,22,5,2,6
18868,J. Simpson,Jack,Simpson,,Defender,25,18\/12\/1996,,England,England,178 cm,83 kg,,6.3,6.703874736204606,35,Bournemouth,37,Premier League,2017-2018,0,0,0,0,0,0,0,4,0,80,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72,1,0,1,16
18874,D. Gosling,Dan,Gosling,,Midfielder,31,01\/02\/1990,Brixham,England,England,183 cm,79 kg,,6.611111,6.777982443039081,35,Bournemouth,37,Premier League,2017-2018,0,22,8,2,0,1,0,820,17,75,50,8,25,324,147,25,18,25,38,8,0,0,0,1,0,0,0,28,1942,21,7,2,17
18872,L. Cook,Lewis,Cook,,Midfielder,24,03\/02\/1997,York,England,England,175 cm,71 kg,,6.818517999999999,6.896841722031457,35,Bournemouth,37,Premier League,2017-2018,0,18,2,0,0,2,0,975,31,76,67,12,35,308,150,66,49,20,33,5,0,0,0,0,0,0,0,29,2238,25,4,5,10
18878,J. Stanislas,Junior,Stanislas,,Midfielder,32,26\/11\/1989,Kidbrooke,England,England,183 cm,76 kg,,7.157894000000001,7.165692654413851,35,Bournemouth,37,Premier League,2017-2018,0,45,20,5,0,2,0,378,24,75,16,6,6,113,48,30,20,2,6,1,0,0,0,0,1,0,0,19,1296,17,2,12,2
18881,J. King,Joshua Christian,Kojo King,,Attacker,29,15\/01\/1992,Oslo,Norway,Norway,180 cm,74 kg,,6.839392999999999,6.7957930697130955,35,Bournemouth,37,Premier League,2017-2018,0,51,21,8,0,3,0,503,38,71,36,3,4,534,221,145,62,56,45,3,0,0,1,0,2,0,0,33,2456,27,6,9,6
18879,Andrew Surman,Andrew,Surman,,Midfielder,34,20\/08\/1986,Johannesburg,South Africa,England,178 cm,73 kg,,6.94,6.826145752711159,35,Bournemouth,37,Premier League,2017-2018,5,18,6,2,0,5,0,993,16,83,16,12,16,163,75,19,13,14,9,2,0,0,0,0,0,0,0,25,1852,20,5,1,16
30743,E. Schelotto,Matias Ezequiel,Schelotto,,Defender,31,23\/05\/1989,Buenos Aires,Argentina,Italy,187 cm,77 kg,,6.505262999999999,6.616251306226912,51,Brighton,37,Premier League,2017-2018,0,6,2,0,0,0,0,344,5,76,20,3,19,135,73,25,15,11,8,3,0,0,0,0,0,0,0,20,1316,15,5,3,19
18966,Bruno Saltor Grau,Bruno,Saltor Grau,,Defender,39,01\/10\/1980,El Masnou,Spain,Spain,181 cm,76 kg,,6.848,6.599012166705096,51,Brighton,37,Premier League,2017-2018,23,2,1,0,0,0,0,798,9,80,5,2,38,142,81,20,15,8,19,3,0,0,0,1,0,0,0,25,2018,23,2,4,12
18981,J. Locadia,J\u00fcrgen,Locadia,,Attacker,27,07\/11\/1993,Emmen,Netherlands,Netherlands,193 cm,85 kg,,6.7,6.722443115766435,51,Brighton,37,Premier League,2017-2018,0,6,1,1,0,1,0,36,1,59,1,0,1,21,5,2,0,3,2,0,0,0,0,0,0,0,0,6,224,3,3,3,9
25454,M. Suttner,Markus,Suttner,,Defender,33,16\/04\/1987,Hollabrunn,Austria,Austria,179 cm,73 kg,,6.671428,6.634600304620517,51,Brighton,37,Premier League,2017-2018,0,3,0,0,0,0,0,332,6,73,25,2,12,78,42,5,1,2,5,0,0,0,0,0,0,0,0,14,1178,13,1,0,9
1740,C. Goldson,Connor Lambert,Goldson,,Defender,29,18\/12\/1992,Wolverhampton,England,England,191 cm,85 kg,,6.566666000000001,6.694071025117484,51,Brighton,37,Premier League,2017-2018,0,3,1,0,0,0,0,61,0,69,2,3,1,22,13,0,0,2,2,1,0,0,0,0,0,0,0,3,199,2,1,0,29
18962,S. Duffy,Shane Patrick Michael,Duffy,,Defender,29,01\/01\/1992,Derry,Northern Ireland,Republic of Ireland,193 cm,76 kg,,7.105405,6.883666343173855,51,Brighton,37,Premier League,2017-2018,0,28,5,0,0,1,0,1041,8,74,31,59,50,388,252,7,6,25,34,8,0,0,1,1,0,0,0,37,3294,37,0,2,0
1762,J. Murphy,Jamie,Murphy,,Attacker,32,28\/08\/1989,Glasgow,Scotland,Scotland,178 cm,72 kg,,6.433333,6.721251858377998,51,Brighton,37,Premier League,2017-2018,0,1,0,0,0,0,0,37,1,90,2,0,1,16,8,2,1,5,1,0,0,0,0,0,0,0,0,4,165,1,3,0,5
